name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,000,000","223,000,000","1,833,000,000","1,577,000,000","1,469,000,000","1,419,000,000","1,294,000,000","133,000,000","131,000,000","267,000,000","171,000,000","93,000,000","68,000,000","66,000,000","21,000,000","83,000,000","163,000,000","156,000,000","221,000,000","132,000,000","136,000,000","117,000,000","111,000,000","74,000,000","81,000,000","83,000,000","88,000,000","75,000,000","78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129,000,000","130,000,000","259,000,000","226,000,000","180,000,000","125,000,000","138,000,000","71,000,000","62,000,000","190,000,000","88,000,000","29,000,000","27,000,000","48,000,000",,"58,000,000","134,000,000","122,000,000","183,000,000","88,000,000","88,000,000","81,000,000","86,000,000","51,000,000","55,000,000","57,000,000","60,000,000","59,000,000","62,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"781,000,000","812,000,000","844,000,000","500,000,000","502,000,000","83,000,000","208,000,000","250,000,000","375,000,000","583,000,000","625,000,000","667,000,000","742,000,000","1,000,000,000","1,042,000,000","1,083,000,000","1,153,000,000","750,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"43,270,000,000","42,522,000,000","41,000,000,000","41,965,000,000","40,457,000,000","32,978,000,000","33,634,000,000","34,587,000,000","34,686,000,000","22,283,000,000","22,546,000,000","23,086,000,000","13,323,000,000","10,162,000,000","10,150,000,000","7,549,000,000","7,390,000,000","8,757,000,000","7,862,000,000","7,745,000,000","7,974,000,000","5,556,000,000","4,081,000,000","3,937,000,000","3,608,000,000","3,764,000,000","4,160,000,000","5,106,000,000","5,091,000,000","5,146,000,000","5,421,000,000","5,294,000,000","5,183,000,000","5,478,000,000","5,438,000,000","4,992,000,000","4,281,000,000","3,556,000,000","3,440,000,000","3,885,000,000","2,954,000,000","2,263,000,000","2,119,000,000","935,000,000","926,000,000","974,000,000","875,000,000","527,000,000","560,000,000","433,000,000","822,000,000","929,000,000","781,000,000","426,000,000","241,000,000","185,000,000","185,000,000","175,000,000","185,000,000","194,000,000","165,000,000","117,000,000","107,000,000","113,000,000","92,000,000","80,000,000","80,000,000","77,000,000","68,000,000","57,000,000","55,000,000","54,000,000","136,000,000","131,000,000","114,000,000","103,000,000","101,000,000","186,000,000","184,000,000","168,000,000","288,000,000","277,000,000","225,000,000","237,000,000","219,000,000","558,000,000","408,000,000","513,000,000","381,000,000","243,000,000","301,000,000","335,000,000","324,000,000","323,000,000","308,000,000","289,000,000","260,000,000","251,000,000","276,000,000","265,000,000","290,000,000","296,000,000","230,000,000","226,000,000","154,000,000","159,194,000","198,441,000","187,400,000","192,097,000","173,500,000","188,100,000","165,200,000","152,000,000","203,100,000","230,100,000","226,100,000","217,800,000","182,000,000","182,100,000","173,400,000","177,000,000","174,200,000","171,800,000","137,700,000","125,900,000","115,300,000","91,700,000","40,100,000","11,900,000","23,700,000"
TotalLiabilitiesNetMinorityInterest,"287,830,000,000","258,549,000,000","245,062,000,000","241,975,000,000","251,087,000,000","248,028,000,000","225,783,000,000","236,138,000,000","255,827,000,000","258,578,000,000","234,248,000,000","240,624,000,000","266,595,000,000","241,272,000,000","212,748,000,000","200,450,000,000","198,751,000,000","193,437,000,000","179,061,000,000","174,820,000,000","165,017,000,000","171,124,000,000","147,474,000,000","132,188,000,000","138,566,000,000","120,292,000,000","101,580,000,000","85,810,000,000","95,500,000,000","83,451,000,000","76,502,000,000","59,253,000,000","68,742,000,000","57,854,000,000","51,150,000,000","48,436,000,000","48,627,000,000","39,756,000,000","37,415,000,000","33,427,000,000","32,076,000,000","27,392,000,000","21,614,000,000","17,709,000,000","18,158,000,000","26,019,000,000","22,252,000,000","18,926,000,000","19,878,000,000","18,542,000,000","12,087,000,000","12,418,000,000","13,235,000,000","10,815,000,000","8,243,000,000","6,450,000,000","8,233,000,000","7,221,000,000","5,784,000,000","5,229,000,000","5,801,000,000","4,085,000,000","3,667,000,000","3,725,000,000","3,572,000,000","2,974,000,000","2,411,000,000","2,245,000,000","2,641,000,000","2,592,000,000","2,243,000,000","2,222,000,000","2,153,000,000","2,203,000,000","2,227,000,000","2,250,000,000","2,156,000,000","2,101,000,000","2,213,000,000","2,392,000,000","2,274,000,000","2,696,000,000","2,756,000,000","2,792,000,000","3,172,000,000","2,057,000,000","2,049,000,000","2,760,000,000","2,669,000,000","2,647,000,000","2,555,000,000","2,575,000,000","2,882,000,000","3,033,000,000","3,145,000,000","3,245,000,000","3,330,000,000","3,306,000,000","5,345,000,000","3,178,000,000","3,759,000,000","3,330,000,000","3,284,000,000","3,336,000,000","2,971,000,000","2,919,445,000","2,878,297,000","3,176,800,000","2,989,181,000","3,145,000,000","2,747,500,000","2,183,900,000","2,211,800,000","2,036,300,000","1,999,800,000","1,853,900,000","1,822,700,000","1,726,900,000","1,789,200,000","1,607,800,000","1,612,200,000","1,528,900,000","1,382,700,000","1,224,800,000","1,289,500,000","1,258,200,000","1,078,700,000","641,400,000","466,000,000","385,700,000"
	CurrentLiabilities,"132,507,000,000","105,392,000,000","95,318,000,000","96,094,000,000","102,161,000,000","105,718,000,000","89,704,000,000","93,772,000,000","108,283,000,000","116,866,000,000","88,548,000,000","89,320,000,000","115,788,000,000","100,814,000,000","81,302,000,000","73,342,000,000","84,130,000,000","79,006,000,000","71,486,000,000","68,265,000,000","76,092,000,000","80,610,000,000","65,285,000,000","58,729,000,000","73,611,000,000","63,448,000,000","46,205,000,000","43,208,000,000","53,769,000,000","43,658,000,000","36,319,000,000","35,508,000,000","46,879,000,000","38,542,000,000","33,060,000,000","32,036,000,000","34,607,000,000","27,970,000,000","26,859,000,000","24,327,000,000","23,795,000,000","20,722,000,000","15,612,000,000","12,229,000,000","13,097,000,000","19,282,000,000","16,661,000,000","13,751,000,000","14,757,000,000","14,092,000,000","9,218,000,000","9,634,000,000","10,535,000,000","9,299,000,000","6,992,000,000","5,485,000,000","7,337,000,000","6,471,000,000","5,023,000,000","4,456,000,000","5,060,000,000","3,484,000,000","3,123,000,000","3,352,000,000","3,224,000,000","2,680,000,000","2,155,000,000","1,980,000,000","2,382,000,000","2,357,000,000","2,025,000,000","2,007,000,000","1,595,000,000","1,658,000,000","1,718,000,000","1,709,000,000","1,579,000,000","1,518,000,000","1,614,000,000","1,795,000,000","1,637,000,000","1,933,000,000","1,873,000,000","1,853,000,000","1,965,000,000","1,549,000,000","1,539,000,000","1,544,000,000","1,484,000,000","1,520,000,000","1,389,000,000","1,384,000,000","1,669,000,000","1,818,000,000","1,910,000,000","2,011,000,000","2,044,000,000","2,003,000,000","1,926,000,000","2,273,000,000","2,705,000,000","2,325,000,000","2,178,000,000","2,243,000,000","1,935,000,000","1,944,305,000","1,917,487,000","2,172,100,000","2,328,161,000","2,515,200,000","2,097,200,000","1,469,500,000","1,537,800,000","1,425,500,000","1,357,700,000","1,250,900,000","1,270,800,000","1,217,100,000","1,286,800,000","996,200,000","1,072,300,000","1,027,000,000","886,900,000","774,300,000","892,700,000","895,300,000","827,100,000","478,700,000","328,500,000","295,400,000"
		PayablesAndAccruedExpenses,"63,846,000,000","42,296,000,000","35,325,000,000","32,421,000,000","45,111,000,000","46,236,000,000","29,115,000,000","30,443,000,000","44,293,000,000","55,888,000,000","63,673,000,000","61,067,000,000","89,266,000,000","74,793,000,000","55,219,000,000","51,669,000,000","62,249,000,000","59,321,000,000","47,138,000,000","48,306,000,000","57,344,000,000","60,671,000,000","34,828,000,000","31,703,000,000","46,798,000,000","37,885,000,000","27,900,000,000","26,845,000,000","36,794,000,000","27,825,000,000","20,675,000,000","20,305,000,000","31,516,000,000","25,258,000,000","20,552,000,000","20,549,000,000","23,008,000,000","17,610,000,000","22,867,000,000","16,235,000,000","15,809,000,000","13,382,000,000","9,480,000,000","6,770,000,000","7,688,000,000","6,609,000,000","5,517,000,000","4,559,000,000","5,382,000,000","6,216,000,000","4,313,000,000","4,781,000,000","5,988,000,000","5,976,000,000","4,609,000,000","3,326,000,000","4,870,000,000","4,360,000,000","3,000,000,000","2,559,000,000","3,347,000,000","2,188,000,000","1,893,000,000","2,113,000,000","2,077,000,000","1,703,000,000","1,302,000,000","1,204,000,000","1,289,000,000","1,345,000,000","1,075,000,000","1,120,000,000","1,045,000,000","1,116,000,000","1,128,000,000","1,204,000,000","1,062,000,000","1,019,000,000","1,101,000,000","1,187,000,000","967,000,000","1,414,000,000","1,335,000,000","1,363,000,000","1,447,000,000","1,087,000,000","1,090,000,000","1,076,000,000","1,033,000,000","1,087,000,000","1,008,000,000","996,000,000","1,186,000,000","1,271,000,000","1,387,000,000","1,487,000,000","1,445,000,000","1,346,000,000","762,000,000","1,307,000,000","1,715,000,000","1,371,000,000","1,237,000,000","1,062,000,000","1,263,000,000","1,118,249,000","926,911,000","762,100,000","1,148,892,000","742,600,000","659,500,000","613,700,000","467,200,000","426,900,000","389,400,000","341,000,000","400,800,000","357,100,000","361,700,000","421,000,000","417,300,000","340,600,000","279,100,000","235,800,000","258,700,000","334,200,000",,,,
			Payables,"63,846,000,000","42,296,000,000","35,325,000,000","32,421,000,000","45,111,000,000","46,236,000,000","29,115,000,000","30,443,000,000","44,293,000,000","55,888,000,000","38,489,000,000","34,311,000,000","62,985,000,000","49,049,000,000","31,915,000,000","28,573,000,000","38,510,000,000","37,294,000,000","26,318,000,000","25,098,000,000","33,312,000,000","35,490,000,000","28,040,000,000","25,176,000,000","39,643,000,000","31,405,000,000","21,972,000,000","21,074,000,000","31,671,000,000","23,567,000,000","16,806,000,000","16,522,000,000","28,391,000,000","22,710,000,000","18,406,000,000","18,310,000,000","20,741,000,000","15,772,000,000","15,270,000,000","14,645,000,000","14,453,000,000","12,225,000,000","8,525,000,000","5,921,000,000","6,769,000,000","6,040,000,000","4,854,000,000","4,076,000,000","4,815,000,000","5,620,000,000","3,790,000,000","4,259,000,000","5,423,000,000","5,458,000,000","4,122,000,000","2,847,000,000","4,331,000,000","3,778,000,000","2,513,000,000","2,108,000,000","2,896,000,000","1,779,000,000","1,530,000,000","1,773,000,000","1,737,000,000","1,451,000,000","1,061,000,000","991,000,000","1,085,000,000","1,154,000,000","880,000,000","921,000,000","817,000,000","911,000,000","904,000,000","987,000,000","830,000,000","801,000,000","847,000,000","961,000,000","637,000,000","1,157,000,000","1,040,000,000","1,111,000,000","1,174,000,000","812,000,000","792,000,000","791,000,000","655,000,000","719,000,000","573,000,000","523,000,000","655,000,000","685,000,000","812,000,000","840,000,000","820,000,000","791,000,000","762,000,000","817,000,000","1,431,000,000","1,165,000,000","1,048,000,000","854,000,000","956,000,000","881,717,000","696,032,000","762,100,000","742,485,000","742,600,000","659,500,000","613,700,000","467,200,000","426,900,000","389,400,000","341,000,000","400,800,000","357,100,000","361,700,000","421,000,000","417,300,000","340,600,000","279,100,000","235,800,000","258,700,000","334,200,000",,,,
				AccountsPayable,"63,846,000,000","42,296,000,000","35,325,000,000","32,421,000,000","45,111,000,000","46,236,000,000","29,115,000,000","30,443,000,000","44,293,000,000","55,888,000,000","38,489,000,000","34,311,000,000","62,985,000,000","49,049,000,000","31,915,000,000","28,573,000,000","38,510,000,000","37,294,000,000","26,318,000,000","25,098,000,000","33,312,000,000","35,490,000,000","26,474,000,000","23,159,000,000","38,001,000,000","30,196,000,000","20,535,000,000","18,914,000,000","29,588,000,000","22,367,000,000","15,516,000,000","14,912,000,000","26,398,000,000","21,175,000,000","16,808,000,000","17,011,000,000","18,221,000,000","14,632,000,000","15,270,000,000","13,714,000,000","14,301,000,000","12,015,000,000","8,469,000,000","5,666,000,000","6,511,000,000","5,601,000,000","4,854,000,000","3,976,000,000","4,715,000,000","5,520,000,000","3,683,000,000","4,154,000,000","5,366,000,000","4,970,000,000","3,660,000,000","2,403,000,000","3,885,000,000","3,390,000,000","2,513,000,000","2,108,000,000","2,896,000,000","1,779,000,000","1,530,000,000","1,773,000,000","1,737,000,000","1,451,000,000","1,061,000,000","991,000,000","1,085,000,000","1,154,000,000","880,000,000","921,000,000","817,000,000","911,000,000","904,000,000","987,000,000","830,000,000","801,000,000","847,000,000","961,000,000","637,000,000","1,157,000,000","1,040,000,000","1,111,000,000","1,174,000,000","812,000,000","792,000,000","791,000,000","655,000,000","719,000,000","573,000,000","523,000,000","655,000,000","685,000,000","812,000,000","840,000,000","820,000,000","791,000,000","762,000,000","817,000,000","1,431,000,000","1,165,000,000","1,048,000,000","854,000,000","956,000,000","881,717,000","696,032,000","762,100,000","739,599,000","742,600,000","659,500,000","613,700,000","467,200,000","426,900,000","389,400,000","341,000,000","400,800,000","357,100,000","361,700,000","421,000,000","417,300,000","340,600,000","279,100,000","235,800,000","258,700,000","334,200,000",,,,
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,"1,566,000,000","2,017,000,000","1,642,000,000","1,209,000,000","1,437,000,000","2,160,000,000","2,083,000,000","1,200,000,000","1,290,000,000","1,610,000,000","1,993,000,000","1,535,000,000","1,598,000,000","1,299,000,000","2,520,000,000","1,140,000,000","1,130,000,000","931,000,000","152,000,000","210,000,000","56,000,000","255,000,000","258,000,000","439,000,000",,"100,000,000","100,000,000","100,000,000","107,000,000","105,000,000","57,000,000","488,000,000","462,000,000","444,000,000","446,000,000","388,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,886,000",,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,000,000","210,000,000","56,000,000","255,000,000","258,000,000","439,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,886,000",,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,853,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,"25,184,000,000","26,756,000,000","26,281,000,000","25,744,000,000","23,304,000,000","23,096,000,000","23,739,000,000","22,027,000,000","20,820,000,000","23,208,000,000","24,032,000,000","25,181,000,000","6,788,000,000","6,527,000,000","7,155,000,000","6,480,000,000","5,928,000,000","5,771,000,000","5,123,000,000","4,258,000,000","3,869,000,000","3,783,000,000","3,125,000,000","2,548,000,000","2,146,000,000","2,239,000,000","2,267,000,000","1,838,000,000","7,597,000,000","1,590,000,000","1,356,000,000","1,157,000,000","955,000,000","849,000,000","919,000,000","569,000,000","663,000,000","483,000,000","567,000,000","596,000,000","523,000,000","522,000,000","565,000,000","518,000,000","487,000,000","479,000,000","539,000,000","582,000,000","487,000,000","451,000,000","451,000,000","409,000,000","363,000,000","340,000,000","340,000,000","252,000,000","241,000,000","213,000,000","204,000,000","191,000,000","195,000,000","199,000,000","228,000,000","205,000,000","224,000,000","217,000,000","232,000,000","218,000,000","254,000,000","226,000,000","330,000,000","257,000,000","295,000,000","252,000,000","273,000,000","275,000,000","298,000,000","285,000,000","378,000,000","368,000,000","435,000,000","473,000,000","531,000,000","586,000,000","575,000,000","647,000,000","625,000,000","555,000,000",,"490,000,000","284,000,000","206,000,000","189,000,000","208,000,000","307,000,000","236,532,000","230,879,000",,"406,407,000",,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,"1,551,000,000","1,254,000,000","1,316,000,000","1,209,000,000","1,234,000,000","980,000,000","1,002,000,000","959,000,000","1,006,000,000","792,000,000","750,000,000","735,000,000","765,000,000","551,000,000","563,000,000","590,000,000","546,000,000","514,000,000","455,000,000","436,000,000","405,000,000","382,000,000","293,000,000","357,000,000","270,000,000","309,000,000","252,000,000","320,000,000","252,000,000","290,000,000","217,000,000","254,000,000","203,000,000","246,000,000","178,000,000","221,000,000","178,000,000","197,000,000","164,000,000","167,000,000","168,000,000","164,000,000","161,000,000","134,000,000","139,000,000","119,000,000","114,000,000","101,000,000","117,000,000","95,000,000","90,000,000","93,000,000","122,000,000","117,000,000","102,000,000","88,000,000","114,000,000","179,000,000","182,000,000","176,000,000","190,000,000","178,000,000","187,000,000","84,000,000","92,000,000","77,000,000","80,000,000","99,000,000","91,000,000","96,000,000","92,000,000","99,000,000","115,000,000","137,000,000","112,000,000","120,000,000",,"127,000,000","125,000,000","131,000,000","145,000,000","138,000,000","129,000,000","136,895,000","129,665,000",,"121,344,000",,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"12,762,000,000","13,769,000,000","18,675,000,000","20,421,000,000","15,214,000,000","16,240,000,000","23,482,000,000","22,429,000,000","21,741,000,000","20,748,000,000","17,472,000,000","20,478,000,000","18,478,000,000","18,473,000,000","18,475,000,000","13,991,000,000","13,992,000,000","11,605,000,000","15,996,000,000","10,498,000,000","9,759,000,000","10,999,000,000","6,999,000,000","3,799,000,000","3,899,000,000","6,308,000,000","2,010,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302,000,000","304,000,000","307,000,000","310,000,000",,,,,,,,,,,,,,,,,,,,"23,000,000","24,000,000","25,000,000","127,000,000","133,000,000","180,000,000","186,000,000","187,000,000","352,000,000","498,000,000","461,000,000","406,000,000","627,000,000","209,000,000","292,200,000","515,608,000","490,700,000","752,257,000","823,200,000","308,200,000","59,900,000","190,600,000","184,500,000","180,200,000","136,300,000","45,700,000","148,600,000","156,300,000","6,000,000","23,000,000","122,600,000","24,900,000","20,000,000","67,900,000","56,800,000","127,900,000",,,
			CurrentDebt,"12,762,000,000","13,769,000,000","18,675,000,000","20,421,000,000","15,214,000,000","16,240,000,000","23,482,000,000","22,429,000,000","21,741,000,000","20,748,000,000","17,472,000,000","20,478,000,000","18,478,000,000","18,473,000,000","18,475,000,000","13,991,000,000","13,992,000,000","11,605,000,000","15,996,000,000","10,498,000,000","9,759,000,000","10,999,000,000","6,999,000,000","3,799,000,000","3,899,000,000","6,308,000,000","2,010,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302,000,000","304,000,000","307,000,000","310,000,000",,,,,,,,,,,,,,,,,,,,"23,000,000","24,000,000","25,000,000","127,000,000","133,000,000","180,000,000","186,000,000","187,000,000","352,000,000","498,000,000","461,000,000","406,000,000","627,000,000","209,000,000","292,200,000","515,608,000","490,700,000","752,257,000","823,200,000","308,200,000","59,900,000","190,600,000","184,500,000","180,200,000","136,300,000","45,700,000","148,600,000","156,300,000","6,000,000","23,000,000","122,600,000","24,900,000","20,000,000","67,900,000","56,800,000","127,900,000",,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"23,000,000","24,000,000","25,000,000","127,000,000","133,000,000","180,000,000","186,000,000",,,,,,,,,"515,608,000",,"752,257,000",,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,"5,000,000,000","4,996,000,000","11,166,000,000","10,029,000,000","4,990,000,000","5,980,000,000","9,953,000,000","11,924,000,000","11,969,000,000","11,964,000,000","11,974,000,000","11,980,000,000","11,980,000,000","11,977,000,000","11,980,000,000","9,992,000,000","10,493,000,000","8,105,000,000","12,496,000,000","7,998,000,000","7,259,000,000","8,499,000,000","4,499,000,000","3,799,000,000","3,899,000,000","6,308,000,000","2,010,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"7,762,000,000","8,773,000,000","7,509,000,000","10,392,000,000","10,224,000,000","10,260,000,000","13,529,000,000","10,505,000,000","9,772,000,000","8,784,000,000","5,498,000,000","8,498,000,000","6,498,000,000","6,496,000,000","6,495,000,000","3,999,000,000","3,499,000,000","3,500,000,000","3,500,000,000","2,500,000,000","2,500,000,000","2,500,000,000","2,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"515,600,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"7,395,000,000","6,643,000,000","6,313,000,000","5,928,000,000","5,573,000,000","5,522,000,000","5,434,000,000","5,532,000,000","5,546,000,000","7,543,000,000","7,403,000,000","7,775,000,000","8,044,000,000","7,548,000,000","7,608,000,000","7,682,000,000","7,889,000,000","8,080,000,000","8,352,000,000","9,461,000,000","8,989,000,000","8,940,000,000","10,457,000,000","10,074,000,000","10,120,000,000","9,548,000,000","9,286,000,000","9,455,000,000","9,832,000,000","8,697,000,000","8,588,000,000","8,709,000,000","8,867,000,000","7,445,000,000","7,101,000,000","6,993,000,000","6,431,000,000","6,129,000,000","3,992,000,000","4,828,000,000","4,347,000,000","3,647,000,000","3,202,000,000","2,885,000,000","2,833,000,000","10,530,000,000","8,816,000,000","7,397,000,000","6,706,000,000","5,534,000,000","3,520,000,000","3,242,000,000","2,852,000,000","1,955,000,000","1,514,000,000","1,286,000,000","1,282,000,000","1,070,000,000","978,000,000","984,000,000","630,000,000","501,000,000","467,000,000","427,000,000","398,000,000","544,000,000","470,000,000","432,000,000","406,000,000","368,000,000","331,000,000","294,000,000","278,000,000","253,000,000","222,000,000","192,000,000","173,000,000","184,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"7,395,000,000","6,643,000,000","6,313,000,000","5,928,000,000","5,573,000,000","5,522,000,000","5,434,000,000","5,532,000,000","5,546,000,000","7,543,000,000","7,403,000,000","7,775,000,000","8,044,000,000","7,548,000,000","7,608,000,000","7,682,000,000","7,889,000,000","8,080,000,000","8,352,000,000","9,461,000,000","8,989,000,000","8,940,000,000","9,088,000,000","8,944,000,000","8,987,000,000","8,491,000,000","8,396,000,000","8,310,000,000","8,357,000,000","7,435,000,000","7,333,000,000","7,265,000,000","7,274,000,000","5,953,000,000","5,822,000,000","5,247,000,000","4,886,000,000","4,091,000,000","3,992,000,000","3,591,000,000","3,541,000,000","2,984,000,000","2,691,000,000","2,542,000,000","2,590,000,000","10,305,000,000","8,469,000,000","7,014,000,000","6,235,000,000","4,853,000,000","2,727,000,000","2,416,000,000","2,095,000,000","1,410,000,000","1,063,000,000","922,000,000","924,000,000","746,000,000","709,000,000","634,000,000","630,000,000","501,000,000","467,000,000","427,000,000","398,000,000","544,000,000","470,000,000","432,000,000","406,000,000","368,000,000","331,000,000","294,000,000","278,000,000","253,000,000","222,000,000","192,000,000","173,000,000","184,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"48,504,000,000","42,684,000,000","35,005,000,000","37,324,000,000","36,263,000,000","37,720,000,000","31,673,000,000","35,368,000,000","36,703,000,000","32,687,000,000",,,,,,,,,,,,,"11,450,000,000","11,899,000,000","11,478,000,000","8,498,000,000","5,775,000,000","5,928,000,000","6,141,000,000","6,177,000,000","6,050,000,000","5,702,000,000","5,746,000,000","5,104,000,000","4,642,000,000","3,943,000,000","4,605,000,000","3,641,000,000",,"2,750,000,000","3,184,000,000","3,257,000,000","2,525,000,000","2,192,000,000","2,283,000,000","1,786,000,000","2,058,000,000","1,486,000,000","2,417,000,000","2,022,000,000","1,133,000,000","1,321,000,000","1,478,000,000","1,114,000,000","666,000,000","627,000,000","1,007,000,000","820,000,000","867,000,000","716,000,000","919,000,000","628,000,000","595,000,000","648,000,000","588,000,000","299,000,000","244,000,000","225,000,000","271,000,000","239,000,000","195,000,000","188,000,000","182,000,000","196,000,000","246,000,000","196,000,000","242,000,000","227,000,000","399,000,000","429,000,000","488,000,000","343,000,000","348,000,000","312,000,000","331,000,000","378,000,000","357,000,000","391,000,000","371,000,000","334,000,000","290,000,000","269,000,000","367,000,000","423,000,000","281,000,000","254,000,000","307,000,000","351,000,000","977,000,000","487,000,000","367,000,000","362,000,000","390,000,000","416,000,000","334,000,000","396,961,000","345,303,000","919,300,000","305,668,000","949,400,000","1,129,500,000","795,900,000","880,000,000","814,100,000","788,100,000","773,600,000","824,300,000","711,400,000","768,800,000","569,200,000","632,000,000","563,800,000","582,900,000","518,500,000","566,100,000","504,300,000","699,200,000",,,
